rank,Smiles,class_mean_prob_0.5_EState,class_mean_prob_0.5_Klekota-Roth,class_mean_prob_0.5_PubChem,prob_mean_EState,prob_mean_Klekota-Roth,prob_mean_PubChem,prob_mean_across_fingerprints,n_fingerprints_active,consensus_label,Metabolite,Metabolite_all,PubChem_ID,PubChem_ID_all,Organism,Organism_all,IUPAC_Name,Smiles_isomeric,Molecular_formula,Mw,n_source_rows,n_distinct_cid,identity_ambiguous
95,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C=Cc1ccccc1,1,1,1,0.9712635,0.9416455,0.94702804,0.9533124,3,Active (3/3),Cinnamoyl-CoA,Cinnamoyl-CoA,6444037,6444037,Zingiber officinale,Zingiber officinale,"S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] (E)-3-phenylprop-2-enethioate",CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC=CC=C4)O,C30H42N7O17P3S,897.15707317,1,1,False
96,O=C1C=CC(O)(CCOC2OC(COC(=O)Cc3ccc(O)cc3)C(O)C(O)C2O)C=C1,1,1,1,0.95972973,0.9258114,0.97326285,0.9529347,3,Active (3/3),Forsythenside A,Forsythenside A,11797786,11797786,Forsythia suspensa,Forsythia suspensa,"[(2R,3S,4S,5R,6R)-3,4,5-trihydroxy-6-[2-(1-hydroxy-4-oxocyclohexa-2,5-dien-1-yl)ethoxy]oxan-2-yl]methyl 2-(4-hydroxyphenyl)acetate",C1=CC(=CC=C1CC(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCCC3(C=CC(=O)C=C3)O)O)O)O)O,C22H26O10,450.15259705,1,1,False
97,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1,1,1,0.96516436,0.92322373,0.9649045,0.95109755,3,Active (3/3),Quercetin,Quercetin,5280343,5280343,Phyllanthus niruri,Phyllanthus niruri | Zingiber officinale,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,C15H10O7,302.04265268,2,1,False
98,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,1,1,1,0.96516436,0.9188581,0.9648523,0.94962496,3,Active (3/3),Galangin,Galangin,5281616,5281616,Zingiber officinale,Zingiber officinale,"3,5,7-trihydroxy-2-phenylchromen-4-one",C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,C15H10O5,270.05282343,1,1,False
99,C=C1CCC2C(C)(CO)C(O)CCC2(C)C1CCC1=CCOC1=O,1,1,1,0.95879436,0.93574727,0.9408802,0.9451406,3,Active (3/3),14-Deoxyandrographolide,14-Deoxyandrographolide,11624161,11624161,Andrographis paniculata,Andrographis paniculata,"4-[2-[(1R,4aS,5R,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]ethyl]-2H-furan-5-one",C[C@@]12CC[C@H]([C@@]([C@H]1CCC(=C)[C@H]2CCC3=CCOC3=O)(C)CO)O,C20H30O4,334.21440945,1,1,False
100,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1,1,1,0.96516436,0.92322373,0.946788,0.94505876,3,Active (3/3),"5,7,3',4'-Tetrahydroxyflavone","5,7,3',4'-Tetrahydroxyflavone",5280445,5280445,Melissa officinalis,Melissa officinalis,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,C15H10O6,286.04773805,1,1,False
101,COc1cc(C=CCO)cc(OC)c1O,1,1,1,0.97867554,0.9179466,0.9287172,0.9417798,3,Active (3/3),Sinapyl alcohol,Sinapyl alcohol,5280507,5280507,Forsythia suspensa,Forsythia suspensa,"4-[(E)-3-hydroxyprop-1-enyl]-2,6-dimethoxyphenol",COC1=CC(=CC(=C1O)OC)/C=C/CO,C11H14O4,210.08920894,1,1,False
102,COc1ccc(-c2cc(=O)c3c(O)cc(OC)cc3o2)cc1,1,1,1,0.98042095,0.9222402,0.9061081,0.9362564,3,Active (3/3),"5-Hydroxy-7,4'-dimethoxyflavone","5-Hydroxy-7,4'-dimethoxyflavone",5281601,5281601,Andrographis paniculata,Andrographis paniculata | Zingiber officinale,5-hydroxy-7-methoxy-2-(4-methoxyphenyl)chromen-4-one,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC)O,C17H14O5,298.08412356,2,1,False
103,COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,1,1,1,0.98042095,0.913162,0.9061081,0.93323034,3,Active (3/3),Tectochrysin,Tectochrysin,5281954,5281954,Zingiber officinale,Zingiber officinale,5-hydroxy-7-methoxy-2-phenylchromen-4-one,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)O,C16H12O4,268.07355887,1,1,False
104,COc1cc(O)c2c(=O)cc(-c3c(OC)cccc3OC)oc2c1,1,1,1,0.98042095,0.90210134,0.9022741,0.9282655,3,Active (3/3),"5-Hydroxy-7,2',6'-trimethoxyflavone","5-Hydroxy-7,2',6'-trimethoxyflavone",5318369,5318369,Andrographis paniculata,Andrographis paniculata,"2-(2,6-dimethoxyphenyl)-5-hydroxy-7-methoxychromen-4-one",COC1=C(C(=CC=C1)OC)C2=CC(=O)C3=C(C=C(C=C3O2)OC)O,C18H16O6,328.09468824,1,1,False
